,author,title,date,
10233,bsr,midilibrary for processing available,2004-08-16 15:38:00,
10234,tex,midilibrary for processing available,2004-08-16 21:15:00,
10235,REAS,midilibrary for processing available,2004-08-17 07:17:00,
10236,bsr,midilibrary for processing available,2004-08-17 14:41:00,
10237,mtr,midilibrary for processing available,2004-09-10 18:39:00,
10238,amnesie,midilibrary for processing available,2004-12-13 13:12:00,
10239,tex,midilibrary for processing available,2004-12-13 16:59:00,
10240,amnesie,midilibrary for processing available,2004-12-13 20:57:00,
10241,paulwilson,midilibrary for processing available,2004-12-16 14:32:00,
10242,tex,midilibrary for processing available,2004-12-16 16:51:00,
10243,paulwilson,midilibrary for processing available,2004-12-17 01:23:00,
10244,tex,midilibrary for processing available,2004-12-17 22:17:00,
10245,paulwilson,midilibrary for processing available,2004-12-18 13:54:00,
10246,tex,midilibrary for processing available,2004-12-18 18:48:00,
10247,vlorch,midilibrary for processing available,2004-12-22 23:23:00,
10248,paulwilson,midilibrary for processing available,2005-01-17 21:48:00,
10249,trebari,midilibrary for processing available,2005-03-28 13:55:00,
10250,tex,midilibrary for processing available,2005-03-28 18:28:00,
10251,brendanberg,Interfascia: a GUI library for Processing,2004-08-12 06:01:00,
10252,rgovostes,Interfascia: a GUI library for Processing,2004-08-17 03:42:00,
10253,deh,Radial Menu Implementation,2004-08-29 05:54:00,
10254,skloopy,Radial Menu Implementation,2004-08-29 08:59:00,
10255,sspboyd,triangular selection of pixels,2004-09-13 18:04:00,
10256,homesick_alien,Need some ideas for contributing,2004-09-23 14:49:00,
10257,madmerv,Need some ideas for contributing,2004-10-03 00:02:00,
10258,homesick_alien,Need some ideas for contributing,2004-10-05 10:12:00,
10259,TomC,Need some ideas for contributing,2004-10-05 12:42:00,
10260,fjen,Need some ideas for contributing,2004-10-05 21:17:00,
10261,sspboyd,letter shaped particle systems,2004-09-24 21:56:00,
10262,rgovostes,letter shaped particle systems,2004-09-24 22:33:00,
10263,mtr,letter shaped particle systems,2004-09-25 18:34:00,
10264,forkinsocket,letter shaped particle systems,2004-11-21 11:24:00,
10265,mflux,Finding overlaps on a (bezier) curve,2004-10-16 23:30:00,
10266,eskimoblood,blendmodes,2004-10-19 23:39:00,
10267,fjen,blendmodes,2004-10-20 00:15:00,
10268,eskimoblood,blendmodes,2004-10-20 00:27:00,
10269,lunetta,"midi library: is it possible to ""share"" the input?",2004-11-10 21:17:00,
10270,tex,"midi library: is it possible to ""share"" the input?",2004-11-10 23:43:00,
10271,lunetta,"midi library: is it possible to ""share"" the input?",2004-11-12 18:49:00,
10272,mungbean,"midi library: is it possible to ""share"" the input?",2004-11-13 23:30:00,
10273,mungbean,"midi library: is it possible to ""share"" the input?",2004-11-14 12:52:00,
10274,mungbean,"midi library: is it possible to ""share"" the input?",2004-11-14 15:11:00,
10275,lunetta,"midi library: is it possible to ""share"" the input?",2004-11-15 20:00:00,
10276,fjen,a ASCII list / key table is here ...,2004-11-17 16:40:00,
10277,fjen,Alice 2.0 Model Importer Preview,2004-11-17 20:03:00,
10278,amoeba,Alice 2.0 Model Importer Preview,2004-11-18 21:59:00,
10279,fjen,Alice 2.0 Model Importer Preview,2004-11-19 00:03:00,
10280,bendei,Problem with BSpace,2004-11-28 14:38:00,
10281,katapulp,Problem with BSpace,2004-11-28 18:34:00,
10282,bendei,Problem with BSpace,2004-11-28 19:07:00,
10283,tex,Midilibrary has a new link,2004-12-02 00:30:00,
10284,bendei,Midilibrary has a new link,2004-12-02 10:25:00,
10285,tex,new library prohtml,2004-12-02 00:41:00,
10286,fjen,new library prohtml,2004-12-02 00:55:00,
10287,bendei,new library prohtml,2004-12-02 10:31:00,
10288,tex,new library prohtml,2004-12-02 17:56:00,
10289,bendei,new library prohtml,2004-12-02 21:14:00,
10290,amoeba,Example for hi-res offscreen drawing (0068),2004-12-02 14:43:00,
10291,Hannes,Example for hi-res offscreen drawing (0068),2004-12-08 16:33:00,
10292,amoeba,Example for hi-res offscreen drawing (0068),2004-12-10 09:54:00,
10293,Philipp,Integrating jogl with 0068...,2004-12-08 19:40:00,
10294,TomC,Integrating jogl with 0068...,2004-12-08 23:02:00,
10295,v3ga,Integrating jogl with 0068...,2004-12-09 00:04:00,
10296,Philipp,Integrating jogl with 0068...,2004-12-09 10:50:00,
10297,gll,Integrating jogl with 0068...,2004-12-12 07:49:00,
10298,madmerv,Integrating jogl with 0068...,2004-12-13 00:36:00,
10299,gll,Integrating jogl with 0068...,2004-12-15 05:33:00,
10300,TomC,Integrating jogl with 0068...,2004-12-15 12:28:00,
10301,Philipp,Integrating jogl with 0068...,2004-12-15 21:21:00,
10302,gll,Integrating jogl with 0068...,2004-12-21 04:49:00,
10303,gll,Python inside P5,2004-12-12 06:52:00,
10304,REAS,Python inside P5,2004-12-15 09:58:00,
10305,homesick_alien,Library for importing Wavefront .obj files,2004-12-18 14:41:00,
10306,homesick_alien,Library for importing Wavefront .obj files,2005-01-20 21:56:00,
10307,chrisoshea,nanoxml not finding classes,2005-01-09 19:30:00,
10308,fry,nanoxml not finding classes,2005-01-10 00:22:00,
10309,toxi,nanoxml not finding classes,2005-01-10 11:55:00,
10310,fry,nanoxml not finding classes,2005-01-10 16:31:00,
10311,lalen,JSyn pitch detector class,2005-01-12 09:50:00,
10312,granster,Transparency tool,2005-02-06 17:40:00,
10313,st33d,Transparency tool,2005-03-02 21:29:00,
10314,stendahl,Wiring for Processing,2005-02-12 17:22:00,
10315,chrisoshea,Wiring for Processing,2005-02-13 12:16:00,
10316,lunetta,MIDI library: simultaneous notes?,2005-02-23 07:05:00,
10317,tex,MIDI library: simultaneous notes?,2005-02-25 12:12:00,
10318,lunetta,MIDI library: simultaneous notes?,2005-02-25 16:17:00,
10319,tex,MIDI library: simultaneous notes?,2005-02-28 12:42:00,
10320,megamu,Discover .jar dimensions,2005-03-01 23:32:00,
10321,JohnG,Discover .jar dimensions,2005-03-02 11:07:00,
10322,megamu,Discover .jar dimensions,2005-03-12 18:42:00,
10323,fjen,Discover .jar dimensions,2005-03-12 23:45:00,
10324,rgovostes,Circle Point Picking,2005-03-05 19:03:00,
10325,JohnG,Circle Point Picking,2005-03-06 13:15:00,
10326,Koenie,Circle Point Picking,2005-03-06 19:45:00,
10327,rgovostes,Circle Point Picking,2005-03-07 13:57:00,
10328,sspboyd,embedding EXIF data in saved images?,2005-03-07 23:24:00,
10329,fry,embedding EXIF data in saved images?,2005-03-08 01:43:00,
10330,mflux,embedding EXIF data in saved images?,2005-03-08 07:12:00,
10331,toxi,embedding EXIF data in saved images?,2005-03-08 13:41:00,
10332,fry,embedding EXIF data in saved images?,2005-03-08 15:09:00,
10333,tex,proHTML updated,2005-03-10 15:30:00,
10334,mflux,proHTML updated,2005-03-10 17:21:00,
10335,tex,proHTML updated,2005-03-10 19:32:00,
10336,gll,proHTML updated,2005-03-13 17:10:00,
10337,tex,proHTML updated,2005-03-13 22:58:00,
10338,bsr,fasttext in p69,2005-03-12 12:53:00,
10339,bsr,fasttext in p69,2005-03-12 13:28:00,
10340,Mark Hill,Wrap around BImage,2005-03-22 15:05:00,
10341,rhellyer,Great and wonderful tools,2005-04-08 21:33:00,
10342,sspboyd,Great and wonderful tools,2005-04-09 01:21:00,
10343,rhellyer,Great and wonderful tools,2005-04-09 07:07:00,
10344,fry,Great and wonderful tools,2005-04-09 23:36:00,
10345,rhellyer,Great and wonderful tools,2005-04-10 23:27:00,
10346,sspboyd,Great and wonderful tools,2005-04-11 09:55:00,
10347,REAS,Great and wonderful tools,2005-04-16 22:36:00,
10348,JohnG,Great and wonderful tools,2005-04-17 17:01:00,
10349,xbill,Processing + Webcam + Linux,2003-10-06 01:26:00,
10350,nano,Processing + Webcam + Linux,2005-01-22 08:36:00,
10351,fry,Processing + Webcam + Linux,2005-01-23 02:51:00,
10352,michael05,Processing + Webcam + Linux,2005-01-23 12:24:00,
10353,slimboyfatboyslim,Video,2003-10-01 05:28:00,
10354,JohnG,Video,2003-10-01 06:17:00,
10355,mKoser,Video,2003-10-03 19:04:00,
10356,JohnG,Video,2003-10-03 19:28:00,
10357,xik,Video,2003-10-05 02:35:00,
10358,xbill,Video,2003-10-06 01:27:00,
10359,xik,Video,2003-10-06 05:30:00,
10360,mzagor,Video,2004-05-25 17:34:00,
10361,gdunne,Video,2004-06-07 20:34:00,
10362,xik,can you aquire web cam? 0065,2003-10-06 07:15:00,
10363,xbill,can you aquire web cam? 0065,2003-10-06 10:00:00,
10364,xbill,can you aquire web cam? 0065,2003-10-10 18:26:00,
10365,xbill,can you aquire web cam? 0065,2003-10-22 13:56:00,
10366,guybowden,video quality,2003-10-07 19:43:00,
10367,RLRee,video quality,2003-11-22 22:03:00,
10368,skloopy,video quality,2003-11-27 03:46:00,
10369,mohn,video quality,2003-11-27 06:36:00,
10370,Andrew,video filters,2003-12-06 05:03:00,
10371,Andrew,video filters,2003-12-08 01:28:00,
10372,Andrew,video filters,2003-12-08 01:38:00,
10373,Andrew,video filters,2003-12-09 02:01:00,
10374,Jerronimo,video filters,2003-12-09 02:10:00,
10375,arielm,video filters,2003-12-09 02:50:00,
10376,Andrew,video filters,2003-12-09 20:35:00,
10377,arielm,video filters,2003-12-10 00:29:00,
10378,Jerronimo,video filters,2003-12-12 00:14:00,
10379,bjoern_kah,marker recognition,2003-12-12 17:09:00,
10380,REAS,marker recognition,2003-12-12 18:21:00,
10381,michael05,marker recognition,2003-12-12 20:45:00,
10382,michael05,marker recognition,2003-12-17 11:01:00,
10383,michael05,marker recognition,2003-12-17 11:04:00,
10384,michael05,marker recognition,2003-12-17 11:06:00,
10385,TomC,Time Gradients (Serrated Images),2003-12-17 11:57:00,
10386,flight404,Time Gradients (Serrated Images),2003-12-17 15:38:00,
10387,Jerronimo,Time Gradients (Serrated Images),2003-12-17 20:28:00,
10388,Andrew,Time Gradients (Serrated Images),2003-12-18 01:15:00,
10389,charmhaste,Time Gradients (Serrated Images),2004-04-11 07:41:00,
10390,elout,timeblind - camera works,2003-12-21 18:35:00,
10391,arielm,timeblind - camera works,2003-12-22 16:26:00,
10392,whiteflea,timeblind - camera works,2004-01-09 16:32:00,
10393,trip,live video proce55ing,2004-01-12 23:17:00,
10394,Steve,live video proce55ing,2004-01-13 02:04:00,
10395,trip,live video proce55ing,2004-01-13 20:14:00,
10396,cereals,"Reading pixels, web cam, help",2004-02-03 02:11:00,
10397,elout,"Reading pixels, web cam, help",2004-02-03 15:09:00,
10398,cereals,"Reading pixels, web cam, help",2004-02-03 21:07:00,
10399,elout,"Reading pixels, web cam, help",2004-02-05 12:17:00,
10400,cereals,"Reading pixels, web cam, help",2004-02-05 19:33:00,
10401,cereals,"Reading pixels, web cam, help",2004-02-06 00:42:00,
10402,toxi,"Reading pixels, web cam, help",2004-02-06 19:56:00,
10403,cereals,"Reading pixels, web cam, help",2004-02-08 20:04:00,
10404,kevinP,"Reading pixels, web cam, help",2004-02-08 23:16:00,
10405,REAS,Video examples from UCLA,2004-02-11 08:02:00,
10406,barikan,Video examples from UCLA,2004-02-11 16:19:00,
10407,Glen Murphy,Video examples from UCLA,2004-03-04 06:02:00,
10408,Louisa,Video examples from UCLA,2004-04-12 09:27:00,
10409,Quasimondo,Object Detection,2004-03-09 02:40:00,
10410,Glen Murphy,Object Detection,2004-03-09 14:06:00,
10411,michael05,videotracking -> differences 2 BImage,2004-03-17 13:28:00,
10412,c,videotracking -> differences 2 BImage,2004-03-29 21:06:00,
10413,michael05,videotracking -> differences 2 BImage,2004-04-07 20:44:00,
10414,REAS,JMyron (WebCamXtra),2004-03-18 10:41:00,
10415,Josh Nimoy,JMyron (WebCamXtra),2004-03-18 22:39:00,
10416,pyson,JMyron (WebCamXtra),2004-03-19 01:40:00,
10417,Josh Nimoy,JMyron (WebCamXtra),2004-03-19 03:49:00,
10418,Josh Nimoy,JMyron (WebCamXtra),2004-03-19 03:59:00,
10419,19hrs,JMyron (WebCamXtra),2004-03-19 05:45:00,
10420,pyson,JMyron (WebCamXtra),2004-03-19 14:04:00,
10421,kentaro,JMyron (WebCamXtra),2004-03-22 08:58:00,
10422,michael05,JMyron (WebCamXtra),2004-03-22 10:35:00,
10423,pyson,JMyron (WebCamXtra),2004-03-24 00:30:00,
10424,sspboyd,JMyron (WebCamXtra),2004-05-18 09:09:00,
10425,sspboyd,JMyron (WebCamXtra),2004-05-18 09:30:00,
10426,sspboyd,JMyron (WebCamXtra),2004-05-20 21:58:00,
10427,patrik,JMyron (WebCamXtra),2004-05-21 14:00:00,
10428,mudpub,JMyron (WebCamXtra),2004-06-03 23:11:00,
10429,REAS,JMyron (WebCamXtra),2004-03-18 10:41:00,
10430,Josh Nimoy,JMyron (WebCamXtra),2004-03-18 22:39:00,
10431,pyson,JMyron (WebCamXtra),2004-03-19 01:40:00,
10432,Josh Nimoy,JMyron (WebCamXtra),2004-03-19 03:49:00,
10433,Josh Nimoy,JMyron (WebCamXtra),2004-03-19 03:59:00,
10434,19hrs,JMyron (WebCamXtra),2004-03-19 05:45:00,
10435,pyson,JMyron (WebCamXtra),2004-03-19 14:04:00,
10436,kentaro,JMyron (WebCamXtra),2004-03-22 08:58:00,
10437,michael05,JMyron (WebCamXtra),2004-03-22 10:35:00,
10438,pyson,JMyron (WebCamXtra),2004-03-24 00:30:00,
10439,sspboyd,JMyron (WebCamXtra),2004-05-18 09:09:00,
10440,sspboyd,JMyron (WebCamXtra),2004-05-18 09:30:00,
10441,sspboyd,JMyron (WebCamXtra),2004-05-20 21:58:00,
10442,patrik,JMyron (WebCamXtra),2004-05-21 14:00:00,
10443,mudpub,JMyron (WebCamXtra),2004-06-03 23:11:00,
10444,bren,JMyron (WebCamXtra),2004-06-07 18:46:00,
10445,guido,JMyron (WebCamXtra),2004-06-16 11:25:00,
10446,bsr,JMyron (WebCamXtra),2004-07-27 19:28:00,
10447,aadigi,problems with Quicktime/Video,2004-02-04 21:11:00,
10448,cereals,problems with Quicktime/Video,2004-02-04 21:28:00,
10449,aadigi,problems with Quicktime/Video,2004-02-04 21:48:00,
10450,cereals,problems with Quicktime/Video,2004-02-05 19:36:00,
10451,cereals,problems with Quicktime/Video,2004-02-05 19:39:00,
10452,bzor,problems with Quicktime/Video,2004-03-03 20:45:00,
10453,trip,problems with Quicktime/Video,2004-03-08 23:18:00,
10454,fry,problems with Quicktime/Video,2004-03-09 05:00:00,
10455,trip,problems with Quicktime/Video,2004-03-09 06:27:00,
10456,fry,problems with Quicktime/Video,2004-03-09 17:43:00,
10457,chr,problems with Quicktime/Video,2004-03-25 18:05:00,
10458,chr,problems with Quicktime/Video,2004-03-25 18:22:00,
10459,sanguinarium,problems with Quicktime/Video,2004-05-12 17:01:00,
10460,Stephen,problems with Quicktime/Video,2004-06-21 13:04:00,
10461,bren,DVD into Processing,2004-01-14 15:17:00,
10462,TomC,DVD into Processing,2004-01-14 15:41:00,
10463,bren,DVD into Processing,2004-01-14 16:29:00,
10464,TomC,DVD into Processing,2004-01-14 17:16:00,
10465,bren,DVD into Processing,2004-01-14 18:02:00,
10466,REAS,DVD into Processing,2004-01-15 08:24:00,
10467,bren,DVD into Processing,2004-01-15 10:54:00,
10468,bsr,DVD into Processing,2004-01-18 16:47:00,
10469,bsr,DVD into Processing,2004-01-19 00:01:00,
10470,TomC,DVD into Processing,2004-01-19 15:01:00,
10471,bsr,DVD into Processing,2004-01-19 15:32:00,
10472,synch,DVD into Processing,2004-02-06 23:20:00,
10473,bren,DVD into Processing,2004-02-10 15:59:00,
10474,shooter,DVD into Processing,2004-03-22 04:14:00,
10475,REAS,AudioVisual & Camera Category ,2004-03-27 22:13:00,
10476,REAS,Guidelines,2004-03-27 22:13:00,
10477,sharp,Drawing on the screen with a highlighter,2004-04-04 03:42:00,
10478,ydur,camera and sonia sound,2004-04-06 11:12:00,
10479,naser_kangenc,camera and sonia sound,2004-07-30 23:13:00,
10480,naser_kangenc,camera and sonia sound,2004-08-01 22:26:00,
10481,primz,Capturing Video from Quicktime,2004-04-07 02:07:00,
10482,JohnG,Capturing Video from Quicktime,2004-04-07 10:49:00,
10483,primz,Capturing Video from Quicktime,2004-04-07 14:22:00,
10484,mohn,Capturing Video from Quicktime,2004-04-07 15:58:00,
10485,bren,Capturing Video from Quicktime,2004-04-11 18:27:00,
10486,itpshiffman,Live Video from multiple cameras,2004-04-07 21:13:00,
10487,trip,Live Video from multiple cameras,2004-04-08 03:50:00,
10488,itpshiffman,Live Video from multiple cameras,2004-04-15 18:02:00,
10489,itpshiffman,Replicate / arraycopy,2004-04-15 17:49:00,
10490,toxi_,Replicate / arraycopy,2004-04-15 19:15:00,
10491,itpshiffman,Replicate / arraycopy,2004-04-15 19:51:00,
10492,itpshiffman,Replicate / arraycopy,2004-04-16 00:29:00,
10493,REAS,New Exhibition from db-db,2004-05-02 01:14:00,
10494,flight404,New Exhibition from db-db,2004-05-02 01:53:00,
10495,arielm,New Exhibition from db-db,2004-05-02 02:52:00,
10496,seqwerk,New Exhibition from db-db,2004-05-05 20:52:00,
10497,minh,New Exhibition from db-db,2004-05-31 07:38:00,
10498,cereals,Highest color in a video feed?,2004-05-13 01:34:00,
10499,Robert in a bus,Highest color in a video feed?,2004-05-13 19:12:00,
10500,Robert in a bus,Highest color in a video feed?,2004-05-13 19:38:00,
10501,kevinP,Highest color in a video feed?,2004-05-13 19:51:00,
10502,flight404,Highest color in a video feed?,2004-05-13 22:53:00,
10503,gabon,Webcam supported,2004-05-14 21:17:00,
10504,gabon,Webcam supported,2004-05-14 21:18:00,
10505,Sprak,differenceImage/retinaImage,2004-05-17 20:20:00,
10506,fjoselevich,differenceImage/retinaImage,2004-07-15 15:11:00,
10507,fry,differenceImage/retinaImage,2004-07-15 17:16:00,
10508,sspboyd,"video error (null pointer, Bgraphics...)",2004-05-26 07:09:00,
10509,Mythmon,what camera?,2004-05-31 05:19:00,
10510,Glen Murphy,what camera?,2004-06-01 03:41:00,
10511,Mythmon,what camera?,2004-06-01 04:01:00,
10512,sspboyd,what camera?,2004-06-01 17:22:00,
10513,Mythmon,what camera?,2004-06-02 00:13:00,
10514,scd,what camera?,2004-06-06 17:45:00,
10515,Glen Murphy,what camera?,2004-06-07 02:37:00,
10516,Mythmon,strange error,2004-05-31 23:52:00,
10517,pwang,Capturing Video from Applet,2004-06-01 07:11:00,
10518,lunetta,Capturing Video from Applet,2004-06-01 08:13:00,
10519,gdunne,webcam import solution(s) ,2004-06-07 20:05:00,
10520,reinout wallis de vries,copy video onto memory,2004-06-14 15:10:00,
10521,REAS,copy video onto memory,2004-06-15 09:04:00,
10522,aaron@awo,hi-res camera control,2004-06-14 17:10:00,
10523,bren,hi-res camera control,2004-06-15 11:08:00,
10524,lars,hi-res camera control,2004-09-03 14:48:00,
10525,lars,hi-res camera control,2004-09-13 12:11:00,
10526,gilka,webcam xtra size,2004-06-15 02:34:00,
10527,gilka,webcam xtra size,2004-06-16 00:46:00,
10528,stylefetish,bad performance trying to track objekts. ,2004-06-19 11:06:00,
10529,v3ga,EdgeDetection,2004-06-30 11:52:00,
10530,jingman,EdgeDetection,2004-07-28 23:07:00,
10531,v3ga,EdgeDetection,2004-07-29 10:16:00,
10532,jingman,EdgeDetection,2004-07-30 19:22:00,
10533,v3ga,EdgeDetection,2004-08-08 21:55:00,
10534,jingman,EdgeDetection,2004-08-13 08:20:00,
10535,v3ga,EdgeDetection,2004-08-16 11:40:00,
10536,Markavian,EdgeDetection,2004-09-28 00:27:00,
10537,fjoselevich,Playback speed / QuickTime properties,2004-07-15 12:16:00,
10538,fjoselevich,Playback speed / QuickTime properties,2004-07-15 12:18:00,
10539,fry,Playback speed / QuickTime properties,2004-07-15 17:14:00,
10540,hargie,Playback speed / QuickTime properties,2004-07-29 07:52:00,
10541,fry,Playback speed / QuickTime properties,2004-07-29 15:25:00,
10542,bsr,webcam xtra + sonia example,2004-07-27 18:52:00,
10543,bsr,webcam xtra + sonia example,2004-07-28 09:48:00,
10544,lars,JMyron webcamxtra error,2004-08-18 19:47:00,
10545,lars,JMyron webcamxtra error,2004-09-03 13:47:00,
10546,winston_smith,Uneven lighting and webcamxtra,2004-08-23 12:18:00,
10547,TomC,Uneven lighting and webcamxtra,2004-08-23 14:55:00,
10548,winston_smith,Uneven lighting and webcamxtra,2004-08-23 22:01:00,
10549,TomC,Uneven lighting and webcamxtra,2004-08-23 23:27:00,
10550,sspboyd,motion detection w/o JMyron?,2004-09-08 05:53:00,
10551,fjen,motion detection w/o JMyron?,2004-09-08 17:04:00,
10552,sspboyd,motion detection w/o JMyron?,2004-09-08 18:12:00,
10553,lars,motion detection w/o JMyron?,2004-09-08 20:14:00,
10554,lars,motion detection w/o JMyron?,2004-09-08 20:23:00,
10555,fjen,motion detection w/o JMyron?,2004-09-09 00:00:00,
10556,sspboyd,motion detection w/o JMyron?,2004-09-10 19:37:00,
10557,bsr,camera kiosk/booth video thingy,2004-09-15 03:14:00,
10558,bsr,camera kiosk/booth video thingy,2004-09-15 12:41:00,
10559,lars,video in jar,2004-09-15 20:17:00,
10560,marty,download QTJava.zip,2004-09-15 15:28:00,
10561,fry,download QTJava.zip,2004-09-16 01:59:00,
10562,marty,download QTJava.zip,2004-09-16 17:27:00,
10563,bsr,download QTJava.zip,2004-09-16 18:46:00,
10564,setpixel,I love fire ,2004-09-19 21:14:00,
10565,setpixel,I love fire ,2004-09-21 23:18:00,
10566,plusMEDIC,I love fire ,2004-09-22 22:07:00,
10567,nay,suggested webcam for osx(or linux)?,2004-09-21 21:35:00,
10568,ethank,Audio track with Quicktime,2004-09-25 23:59:00,
10569,ethank,Audio track with Quicktime,2004-10-10 02:30:00,
10570,bsr,Audio track with Quicktime,2004-10-10 12:05:00,
10571,ethank,Audio track with Quicktime,2004-10-30 01:12:00,
10572,bsr,Audio track with Quicktime,2004-10-30 20:50:00,
10573,ethank,Audio track with Quicktime,2004-10-31 01:36:00,
10574,fjen,Audio track with Quicktime,2004-10-31 02:19:00,
10575,ethank,Audio track with Quicktime,2004-10-31 08:19:00,
10576,fjen,Audio track with Quicktime,2004-10-31 14:20:00,
10577,diriccio,jmyron image size,2004-10-01 18:36:00,
10578,bsr,video/screen capture,2004-10-06 20:43:00,
10579,cello,video/screen capture,2004-10-06 21:00:00,
10580,bsr,video/screen capture,2004-10-06 21:11:00,
10581,rgovostes,video/screen capture,2004-10-06 23:05:00,
10582,bsr,video/screen capture,2004-10-06 23:44:00,
10583,cello,video/screen capture,2004-10-07 02:24:00,
10584,bsr,video/screen capture,2004-10-07 12:43:00,
10585,fjen,video/screen capture,2004-10-07 16:55:00,
10586,michael05,hauppauge wintv input source,2004-10-08 18:23:00,
10587,fry,hauppauge wintv input source,2004-10-08 19:47:00,
10588,chrisoshea,hauppauge wintv input source,2005-02-07 01:40:00,
10589,st33d,hauppauge wintv input source,2005-02-07 14:27:00,
10590,chrisoshea,hauppauge wintv input source,2005-02-09 15:42:00,
10591,fjen,hauppauge wintv input source,2005-02-09 15:54:00,
10592,chrisoshea,hauppauge wintv input source,2005-02-09 16:14:00,
10593,fjen,hauppauge wintv input source,2005-02-10 11:18:00,
10594,setpixel,I love snow,2004-10-09 07:32:00,
10595,flight404,I love snow,2004-10-09 08:05:00,
10596,skloopy,I love snow,2004-10-09 09:46:00,
10597,setpixel,I love snow,2004-10-09 11:07:00,
10598,cello,I love snow,2004-10-09 19:53:00,
10599,setpixel,I love snow,2004-10-10 04:15:00,
10600,sryan2k1,I love snow,2005-02-09 18:51:00,
10601,jen,cameras  for mac,2004-10-10 02:17:00,
10602,setpixel,cameras  for mac,2004-10-10 04:41:00,
10603,setpixel,cameras  for mac,2004-10-10 05:34:00,
10604,jen,cameras  for mac,2004-10-10 09:25:00,
10605,michael05,cameras  for mac,2004-10-10 11:40:00,
10606,sspboyd,cameras  for mac,2004-10-12 20:24:00,
10607,diriccio,cameras  for mac,2004-10-13 03:29:00,
10608,setpixel,i love water,2004-10-16 10:51:00,
10609,diriccio,i love water,2004-10-16 19:37:00,
10610,setpixel,i love water,2004-10-17 06:47:00,
10611,kiwu,i love water,2004-10-19 18:34:00,
10612,cello,i love water,2004-10-27 06:08:00,
10613,setpixel,i love water,2004-10-27 08:12:00,
10614,cello,i love water,2004-10-27 16:25:00,
10615,setpixel,i love retro,2004-10-25 22:55:00,
10616,cello,i love retro,2004-10-26 03:40:00,
10617,setpixel,i love retro,2004-10-26 05:55:00,
10618,nuritb,figure out how many frames there are in a movie,2004-10-26 07:36:00,
10619,fjen,figure out how many frames there are in a movie,2004-10-26 16:42:00,
10620,nuritb,figure out how many frames there are in a movie,2004-10-27 18:35:00,
10621,fjen,figure out how many frames there are in a movie,2004-10-27 19:21:00,
10622,cc,USB Quickcam crash,2004-11-04 06:49:00,
10623,Sjeiti,USB Quickcam crash,2004-12-06 20:03:00,
10624,kensuguro,USB Quickcam crash,2004-12-07 06:44:00,
10625,Sjeiti,USB Quickcam crash,2004-12-07 08:30:00,
10626,bendei,USB Quickcam crash,2004-12-07 13:50:00,
10627,gabon,Connected components,2004-11-05 09:06:00,
10628,zach,Connected components,2004-11-05 12:48:00,
10629,gabon,Connected components,2004-11-05 13:23:00,
10630,zach,Connected components,2004-11-05 22:41:00,
10631,gabon,Connected components,2004-11-07 12:52:00,
10632,bendei,problems downloading winvdig,2004-11-05 23:00:00,
10633,macavity13,problems downloading winvdig,2004-12-14 04:18:00,
10634,eric,acessing pixel data of quicktime files,2004-11-07 22:52:00,
10635,TomC,acessing pixel data of quicktime files,2004-11-07 23:18:00,
10636,MrHunt,simple mov playback,2004-11-07 23:33:00,
10637,fjen,simple mov playback,2004-11-08 02:26:00,
10638,MrHunt,simple mov playback,2004-11-08 22:54:00,
10639,MrHunt,using ideo and sonia sound together,2004-11-08 23:56:00,
10640,fjen,using ideo and sonia sound together,2004-11-09 15:02:00,
10641,kensuguro,videoEvent() and loop() timing relationship,2004-11-09 09:35:00,
10642,fjen,videoEvent() and loop() timing relationship,2004-11-09 14:50:00,
10643,fjen,videoEvent() and loop() timing relationship,2004-11-09 14:56:00,
10644,fjen,videoEvent() and loop() timing relationship,2004-11-09 15:04:00,
10645,kensuguro,videoEvent() and loop() timing relationship,2004-11-09 15:23:00,
10646,fjen,videoEvent() and loop() timing relationship,2004-11-09 16:46:00,
10647,fjen,videoEvent() and loop() timing relationship,2004-11-09 18:42:00,
10648,fjen,videoEvent() and loop() timing relationship,2004-11-19 00:51:00,
10649,andrew hieronymi,live camera with Objective-C,2004-11-16 00:31:00,
10650,fjen,live camera with Objective-C,2004-11-16 03:32:00,
10651,andrew hieronymi,live camera with Objective-C,2004-11-16 04:16:00,
10652,pinkwalker,newbie question,2004-11-18 22:10:00,
10653,fjen,newbie question,2004-11-19 13:53:00,
10654,fjen,newbie question,2004-11-19 13:56:00,
10655,kleoni,disapear Video ,2004-11-20 04:43:00,
10656,fjen,disapear Video ,2004-11-20 05:24:00,
10657,adm,extracting people from video,2004-11-28 21:33:00,
10658,kensuguro,extracting people from video,2004-12-06 07:47:00,
10659,bsr,extracting people from video,2004-12-06 13:52:00,
10660,michael05,extracting people from video,2004-12-07 14:09:00,
10661,md,extracting people from video,2004-12-07 15:32:00,
10662,fry,extracting people from video,2004-12-07 18:53:00,
10663,michael05,extracting people from video,2004-12-08 11:05:00,
10664,MrHunt,extracting people from video,2005-02-04 08:53:00,
10665,ufux,extracting people from video,2005-02-04 20:24:00,
10666,michael05,extracting people from video,2005-02-06 13:27:00,
10667,kurol,extracting people from video,2005-03-29 08:37:00,
10668,CarlG,Web cam in browser,2004-11-30 00:38:00,
10669,Glen Murphy,Web cam in browser,2004-12-07 02:05:00,
10670,st33d,Web cam in browser,2005-01-23 18:58:00,
10671,kensuguro,seeking iSight info - want to change autogain,2004-12-06 07:54:00,
